antecedent,consequent,confidence,lift,count,antecedent_count,support,size
Mkt_reversion=bounce_setup & Mkt_volatility=high & Sentiment=neutral,NEXT_2Day=2day_big_down,0.6667,1.6989,6,9,0.0759,3
Mkt_reversion=bounce_setup & Mkt_volume_regime=normal_vol & Sentiment=neutral,NEXT_2Day=2day_big_down,0.6667,1.6989,6,9,0.0759,3
Post_DOW=Mon & Mkt_volume_regime=normal_vol,NEXT_30m=30m_surge,0.6364,1.5234,7,11,0.0886,2
Subjectivity=mixed & Mkt_trend=uptrend & Mkt_trend_strength=strong_uptrend,NEXT_30m=30m_surge,0.6364,1.5234,7,11,0.0886,3
Subjectivity=mixed & Mkt_trend_strength=strong_uptrend & Mkt_volume_regime=normal_vol,NEXT_30m=30m_surge,0.6364,1.5234,7,11,0.0886,3
Post_DOW=Mon & Mkt_volatility=high & Mkt_volume_regime=normal_vol,NEXT_30m=30m_surge,0.6364,1.5234,7,11,0.0886,3
Polarity=pos & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_up,0.5556,2.4383,5,9,0.0633,2
Buzz=low_buzz & Mkt_reversion=fade_setup,NEXT_Gap=big_gap_up,0.5556,2.4383,5,9,0.0633,2
Polarity=pos & Mkt_volatility=high & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_up,0.5556,2.4383,5,9,0.0633,3
Polarity=pos & Mkt_volume_regime=normal_vol & Sentiment=positive,NEXT_2h_Max=2h_up,0.5556,2.4383,5,9,0.0633,3
Post_Time=pre_market & Mkt_trend=uptrend & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_up,0.5556,2.4383,5,9,0.0633,3
Buzz=low_buzz & Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_Gap=big_gap_up,0.5556,2.4383,5,9,0.0633,3
Buzz=low_buzz & Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_Gap=big_gap_up,0.5556,2.4383,5,9,0.0633,3
Post_Time=weekend & Mkt_momentum=strong_up,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,2
Mkt_trend_strength=weak_downtrend & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,2
Subjectivity=mixed & Post_Time=pre_market & Mkt_trend_strength=weak_uptrend,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Subjectivity=mixed & Post_Time=pre_market & Mkt_reversion=mild_dip,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Subjectivity=mixed & Post_DOW=Tue & Mkt_trend=uptrend,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Subjectivity=mixed & Sent_Trend=unknown & Mkt_reversion=mild_dip,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Subjectivity=mixed & Mkt_trend=trend_breaking & Mkt_momentum=strong_up,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Subjectivity=mixed & Mkt_trend=trend_breaking & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Subjectivity=mixed & Mkt_reversion=bounce_setup & Mkt_momentum=strong_up,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Subjectivity=mixed & Mkt_reversion=mild_dip & Mkt_momentum=strong_down,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Subjectivity=mixed & Mkt_reversion=bounce_setup & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Post_Time=weekend & Sent_Trend=stable & Mkt_momentum=strong_up,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Post_Time=weekend & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Post_Time=weekend & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Mkt_trend_strength=weak_downtrend & Mkt_volatility=high & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Mkt_trend_strength=weak_downtrend & Mkt_volume_regime=normal_vol & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.625,2.1467,5,8,0.0633,3
Post_Time=market_hours & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_down,0.5714,1.4562,8,14,0.1013,3
Subjectivity=mixed & Post_Time=pre_market & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_DOWN,0.6364,1.4786,7,11,0.0886,3
Subjectivity=mixed & Mkt_momentum=strong_up & Sentiment=negative,NEXT_DayDir=day_DOWN,0.6364,1.4786,7,11,0.0886,3
Polarity=neutral & Post_DOW=Mon,NEXT_2h_Max=2h_rip,0.6667,1.6458,6,9,0.0759,2
Post_Time=pre_market & Mkt_reversion=fade_setup,NEXT_2h_Max=2h_rip,0.6667,1.6458,6,9,0.0759,2
Post_DOW=Mon & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.6667,1.6458,6,9,0.0759,2
Polarity=neutral & Post_DOW=Mon & Mkt_volatility=high,NEXT_2h_Max=2h_rip,0.6667,1.6458,6,9,0.0759,3
Polarity=neutral & Post_DOW=Mon & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.6667,1.6458,6,9,0.0759,3
Post_Time=pre_market & Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_2h_Max=2h_rip,0.6667,1.6458,6,9,0.0759,3
Post_Time=pre_market & Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_rip,0.6667,1.6458,6,9,0.0759,3
Post_DOW=Mon & Mkt_volatility=high & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.6667,1.6458,6,9,0.0759,3
Buzz=low_buzz & Mkt_trend=uptrend & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_rip,0.6667,1.6458,6,9,0.0759,3
Mkt_trend_strength=weak_uptrend & Mkt_reversion=fade_setup,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,2
Polarity=neutral & Subjectivity=factual & Post_DOW=Mon,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Polarity=neutral & Subjectivity=factual & Sent_Trend=unknown,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Polarity=neutral & Post_DOW=Mon & Sent_Trend=stable,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=mixed & Post_Time=pre_market & Mkt_momentum=strong_down,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=mixed & Post_Time=market_hours & Mkt_volume_regime=normal_vol,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=factual & Post_DOW=Mon & Sent_Trend=stable,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=factual & Post_DOW=Tue & Mkt_trend_strength=weak_uptrend,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=factual & Post_DOW=Tue & Mkt_momentum=strong_down,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=factual & Post_DOW=Mon & Sentiment=neutral,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=factual & Sent_Trend=unknown & Mkt_reversion=mild_dip,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=factual & Sent_Trend=unknown & Sentiment=neutral,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=mixed & Sent_Trend=stable & Sentiment=negative,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=mixed & Mkt_trend=uptrend & Sentiment=positive,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=factual & Mkt_reversion=mild_dip & Mkt_momentum=strong_down,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Post_DOW=Mon & Sent_Trend=stable & Sentiment=neutral,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Buzz=low_buzz & Mkt_trend=uptrend & Mkt_reversion=fade_setup,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Buzz=low_buzz & Mkt_reversion=fade_setup & Mkt_momentum=strong_up,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Buzz=low_buzz & Mkt_momentum=strong_up & Sentiment=neutral,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Buzz=moderate_buzz & Mkt_momentum=strong_up & Sentiment=negative,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend & Mkt_reversion=fade_setup,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Mkt_trend_strength=weak_uptrend & Mkt_reversion=fade_setup & Mkt_momentum=strong_up,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Mkt_trend_strength=weak_uptrend & Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_1h_Spike=1h_big_spike,0.8571,1.2776,6,7,0.0759,3
Subjectivity=factual & Post_DOW=Tue,NEXT_FullDay=day_flat,0.6,1.8231,6,10,0.0759,2
Polarity=neutral & Subjectivity=factual & Post_DOW=Tue,NEXT_FullDay=day_flat,0.6,1.8231,6,10,0.0759,3
Subjectivity=factual & Post_Time=pre_market & Mkt_trend=uptrend,NEXT_FullDay=day_flat,0.6,1.8231,6,10,0.0759,3
Subjectivity=factual & Post_DOW=Tue & Mkt_volatility=high,NEXT_FullDay=day_flat,0.6,1.8231,6,10,0.0759,3
Subjectivity=factual & Post_DOW=Tue & Sentiment=neutral,NEXT_FullDay=day_flat,0.6,1.8231,6,10,0.0759,3
Mkt_trend=downtrend,NEXT_DayDir=day_UP,0.6429,1.1286,9,14,0.1139,1
Subjectivity=mixed & Buzz=high_buzz,NEXT_DayDir=day_UP,0.6429,1.1286,9,14,0.1139,2
Mkt_trend=downtrend & Mkt_volatility=high,NEXT_DayDir=day_UP,0.6429,1.1286,9,14,0.1139,2
Subjectivity=mixed & Buzz=high_buzz & Mkt_volatility=high,NEXT_DayDir=day_UP,0.6429,1.1286,9,14,0.1139,3
Subjectivity=mixed & Mkt_trend=uptrend & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_UP,0.6429,1.1286,9,14,0.1139,3
Polarity=neutral & Mkt_trend=trend_breaking,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,2
Polarity=neutral & Mkt_trend_strength=weak_downtrend,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,2
Polarity=neg & Mkt_momentum=strong_up,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,2
Polarity=strong_neg & Mkt_momentum=strong_up,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,2
Subjectivity=factual & Mkt_trend_strength=weak_downtrend,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,2
Post_Time=after_hours & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,2
Polarity=neutral & Subjectivity=mixed & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Polarity=neutral & Mkt_trend=trend_breaking & Mkt_reversion=bounce_setup,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Polarity=neutral & Mkt_trend=trend_breaking & Mkt_volatility=high,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Polarity=neutral & Mkt_trend=trend_breaking & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Polarity=neutral & Mkt_trend=trend_breaking & Sentiment=neutral,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Polarity=neutral & Mkt_trend_strength=weak_downtrend & Mkt_volatility=high,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Polarity=neutral & Mkt_trend_strength=weak_downtrend & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Polarity=neutral & Mkt_trend_strength=weak_downtrend & Sentiment=neutral,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Polarity=neg & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Polarity=strong_neg & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Polarity=strong_neg & Mkt_momentum=strong_up & Sentiment=negative,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Subjectivity=mixed & Post_Time=market_hours & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Subjectivity=mixed & Buzz=high_buzz & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Subjectivity=factual & Mkt_trend_strength=weak_downtrend & Mkt_volatility=high,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Subjectivity=factual & Mkt_trend_strength=weak_downtrend & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Subjectivity=factual & Mkt_trend_strength=weak_downtrend & Sentiment=neutral,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Subjectivity=mixed & Mkt_volume_regime=normal_vol & Sentiment=neutral,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Post_Time=after_hours & Mkt_volatility=high & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Sent_Trend=stable & Mkt_reversion=bounce_setup & Sentiment=neutral,NEXT_2Day=2day_big_down,0.7143,1.8203,5,7,0.0633,3
Post_Time=weekend & Mkt_momentum=strong_up,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,2
Subjectivity=mixed & Post_Time=pre_market & Mkt_trend_strength=weak_uptrend,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Subjectivity=mixed & Post_Time=pre_market & Mkt_reversion=mild_dip,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Subjectivity=mixed & Post_DOW=Tue & Mkt_trend=uptrend,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Subjectivity=mixed & Sent_Trend=unknown & Mkt_reversion=mild_dip,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Subjectivity=mixed & Mkt_trend=trend_breaking & Mkt_momentum=strong_up,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Subjectivity=mixed & Mkt_trend=trend_breaking & Mkt_volume_regime=normal_vol,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Subjectivity=mixed & Mkt_reversion=bounce_setup & Mkt_momentum=strong_up,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Subjectivity=mixed & Mkt_reversion=mild_dip & Mkt_momentum=strong_down,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Subjectivity=mixed & Mkt_reversion=bounce_setup & Mkt_volume_regime=normal_vol,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Post_Time=weekend & Sent_Trend=stable & Mkt_momentum=strong_up,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Post_Time=weekend & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Post_Time=weekend & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_30m=30m_up,0.625,2.0573,5,8,0.0633,3
Post_Time=pre_market & Mkt_reversion=fade_setup,NEXT_30m=30m_surge,0.6667,1.596,6,9,0.0759,2
Post_Time=pre_market & Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_30m=30m_surge,0.6667,1.596,6,9,0.0759,3
Post_Time=pre_market & Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_30m=30m_surge,0.6667,1.596,6,9,0.0759,3
Buzz=low_buzz & Mkt_trend=uptrend & Mkt_volume_regime=normal_vol,NEXT_30m=30m_surge,0.6667,1.596,6,9,0.0759,3
Polarity=neutral & Post_DOW=Mon,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,2
Post_DOW=Mon & Sentiment=neutral,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,2
Sent_Trend=stable & Sentiment=negative,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,2
Polarity=neutral & Post_Time=pre_market & Sent_Trend=unknown,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Polarity=neutral & Post_DOW=Mon & Mkt_volatility=high,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Polarity=neutral & Post_DOW=Mon & Sentiment=neutral,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Polarity=neutral & Mkt_trend_strength=strong_uptrend & Mkt_reversion=fade_setup,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Subjectivity=mixed & Post_DOW=Tue & Sent_Trend=unknown,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Subjectivity=mixed & Post_DOW=Tue & Mkt_volume_regime=high_vol,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Subjectivity=mixed & Buzz=high_buzz & Sent_Trend=unknown,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Subjectivity=mixed & Buzz=low_buzz & Mkt_momentum=strong_up,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Subjectivity=mixed & Buzz=moderate_buzz & Mkt_volume_regime=normal_vol,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Subjectivity=mixed & Sent_Trend=stable & Mkt_trend=uptrend,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Subjectivity=mixed & Sent_Trend=unknown & Mkt_momentum=strong_down,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Post_Time=pre_market & Sent_Trend=unknown & Sentiment=neutral,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Post_DOW=Mon & Mkt_volatility=high & Sentiment=neutral,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Sent_Trend=stable & Mkt_volatility=high & Sentiment=negative,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Sent_Trend=stable & Mkt_volume_regime=normal_vol & Sentiment=negative,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Mkt_trend_strength=strong_uptrend & Mkt_reversion=fade_setup & Sentiment=neutral,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,7,9,0.0886,3
Buzz=high_buzz & Mkt_trend_strength=strong_uptrend,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,2
Buzz=high_buzz & Mkt_reversion=mild_rally,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,2
Polarity=neutral & Subjectivity=factual & Post_DOW=Mon,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Polarity=neutral & Post_DOW=Mon & Sent_Trend=stable,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Subjectivity=factual & Post_DOW=Mon & Sent_Trend=stable,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Subjectivity=factual & Post_DOW=Mon & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Subjectivity=mixed & Mkt_trend=uptrend & Mkt_reversion=fade_setup,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Subjectivity=mixed & Mkt_reversion=fade_setup & Mkt_momentum=strong_up,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Post_DOW=Wed & Buzz=high_buzz & Sent_Trend=stable,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Post_DOW=Wed & Buzz=high_buzz & Mkt_trend=uptrend,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Post_DOW=Wed & Buzz=high_buzz & Mkt_trend_strength=strong_uptrend,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Post_DOW=Wed & Buzz=high_buzz & Mkt_reversion=mild_rally,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Post_DOW=Wed & Buzz=high_buzz & Mkt_momentum=strong_up,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Post_DOW=Mon & Sent_Trend=stable & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Sent_Trend=stable & Mkt_trend=uptrend,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Sent_Trend=stable & Mkt_trend_strength=strong_uptrend,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Sent_Trend=stable & Mkt_reversion=mild_rally,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Mkt_trend=uptrend & Mkt_trend_strength=strong_uptrend,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Mkt_trend=uptrend & Mkt_reversion=mild_rally,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Mkt_trend=uptrend & Mkt_momentum=strong_up,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Mkt_trend=uptrend & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Mkt_trend_strength=strong_uptrend & Mkt_reversion=mild_rally,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Mkt_trend_strength=strong_uptrend & Mkt_momentum=strong_up,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Mkt_trend_strength=strong_uptrend & Mkt_volatility=high,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Mkt_trend_strength=strong_uptrend & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=low_buzz & Mkt_trend_strength=weak_uptrend & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Mkt_reversion=mild_rally & Mkt_momentum=strong_up,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Mkt_reversion=mild_rally & Mkt_volatility=high,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Buzz=high_buzz & Mkt_reversion=mild_rally & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_rip,0.7143,1.7634,5,7,0.0633,3
Polarity=pos,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,1
Post_DOW=Mon,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,1
Polarity=neutral & Mkt_reversion=mild_dip,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,2
Polarity=pos & Mkt_volatility=high,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,2
Polarity=pos & Sentiment=positive,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,2
Subjectivity=mixed & Sentiment=positive,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,2
Post_DOW=Mon & Mkt_volatility=high,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,2
Mkt_reversion=mild_dip & Sentiment=neutral,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,2
Polarity=neutral & Mkt_reversion=mild_dip & Mkt_volatility=high,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,3
Polarity=neutral & Mkt_reversion=mild_dip & Sentiment=neutral,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,3
Polarity=pos & Mkt_volatility=high & Sentiment=positive,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,3
Subjectivity=mixed & Mkt_volatility=high & Sentiment=positive,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,3
Mkt_reversion=mild_dip & Mkt_volatility=high & Sentiment=neutral,NEXT_DayDir=day_UP,0.6667,1.1704,8,12,0.1013,3
Post_DOW=Fri,NEXT_DayDir=day_DOWN,0.6667,1.549,6,9,0.0759,1
Post_DOW=Fri & Mkt_volatility=high,NEXT_DayDir=day_DOWN,0.6667,1.549,6,9,0.0759,2
Post_DOW=Fri & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_DOWN,0.6667,1.549,6,9,0.0759,2
Sent_Trend=stable & Sentiment=negative,NEXT_DayDir=day_DOWN,0.6667,1.549,6,9,0.0759,2
Polarity=neutral & Subjectivity=factual & Buzz=low_buzz,NEXT_DayDir=day_DOWN,0.6667,1.549,6,9,0.0759,3
Polarity=neutral & Buzz=low_buzz & Sent_Trend=stable,NEXT_DayDir=day_DOWN,0.6667,1.549,6,9,0.0759,3
Post_DOW=Fri & Mkt_volatility=high & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_DOWN,0.6667,1.549,6,9,0.0759,3
Sent_Trend=stable & Mkt_volatility=high & Sentiment=negative,NEXT_DayDir=day_DOWN,0.6667,1.549,6,9,0.0759,3
Sent_Trend=stable & Mkt_volume_regime=normal_vol & Sentiment=negative,NEXT_DayDir=day_DOWN,0.6667,1.549,6,9,0.0759,3
Subjectivity=factual & Post_DOW=Mon,NEXT_2Day=2day_big_up,0.625,1.975,5,8,0.0633,2
Buzz=low_buzz & Mkt_trend_strength=weak_uptrend,NEXT_2Day=2day_big_up,0.625,1.975,5,8,0.0633,2
Polarity=neutral & Post_DOW=Mon & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_up,0.625,1.975,5,8,0.0633,3
Subjectivity=factual & Post_DOW=Mon & Mkt_volatility=high,NEXT_2Day=2day_big_up,0.625,1.975,5,8,0.0633,3
Subjectivity=factual & Post_DOW=Mon & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_up,0.625,1.975,5,8,0.0633,3
Post_DOW=Mon & Mkt_volume_regime=normal_vol & Sentiment=neutral,NEXT_2Day=2day_big_up,0.625,1.975,5,8,0.0633,3
Buzz=low_buzz & Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend,NEXT_2Day=2day_big_up,0.625,1.975,5,8,0.0633,3
Buzz=low_buzz & Mkt_trend_strength=weak_uptrend & Mkt_volatility=high,NEXT_2Day=2day_big_up,0.625,1.975,5,8,0.0633,3
