antecedent,consequent,support,confidence,lift,count,antecedent_count,antecedent_size
RSI=overbought & BB_Position=above_upper & OBV_Trend=accumulating & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=overbought & BB_Position=above_upper & OBV_Trend=accumulating & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=overbought & BB_Position=above_upper & OBV_Trend=accumulating & Reversion=fade_setup,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
RSI=neutral_low & BB_Position=lower_mid & VWAP_Pos=far_below & ATR_Regime=high_vol,NEXT_UpDown=NEXT_DOWN,0.0667,0.6667,1.4815,4,6,4
RSI=neutral_low & BB_Position=lower_mid & VWAP_Pos=far_below & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.0667,0.6667,1.1765,4,6,4
RSI=neutral_high & BB_Position=lower_mid & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_MoveType=mixed,0.05,1.0,2.4,3,3,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.05,0.6,1.125,3,5,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_Dir=next_big_up,0.05,0.6,1.8947,3,5,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_GapDir=gap_DOWN,0.05,0.6,1.1613,3,5,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & ATR_Regime=extreme_vol,NEXT_UpDown=NEXT_DOWN,0.0833,0.8333,1.8519,5,6,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & ATR_Regime=extreme_vol,NEXT_GapDir=gap_UP,0.0667,0.6667,1.4286,4,6,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & ATR_Regime=extreme_vol,NEXT_TotalDir=total_DOWN,0.0667,0.6667,1.6,4,6,4
RSI=strong & BB_Position=upper_quarter & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.1,0.6667,1.25,6,9,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & Streak=2_down,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & Streak=long_up,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & Fast_Trend=strong_down,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & Fast_Trend=strong_down,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,4
RSI=strong & BB_Position=upper_quarter & VWAP_Pos=far_above & Fast_Trend=up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
RSI=strong & BB_Position=upper_quarter & VWAP_Pos=far_above & Fast_Trend=up,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,4
RSI=strong & BB_Position=upper_quarter & VWAP_Pos=far_above & Fast_Trend=strong_up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
RSI=strong & BB_Position=upper_quarter & VWAP_Pos=far_above & Fast_Trend=strong_up,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=strong & BB_Position=upper_quarter & VWAP_Pos=far_above & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & Fast_Trend=strong_up,NEXT_UpDown=NEXT_UP,0.05,0.6,1.125,3,5,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & Fast_Trend=strong_up,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & Fast_Trend=strong_up,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,4
RSI=neutral_low & BB_Position=lower_mid & VWAP_Pos=far_below & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,4
RSI=neutral_low & BB_Position=lower_mid & VWAP_Pos=far_below & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=neutral_high & BB_Position=lower_mid & VWAP_Pos=far_above & Trend_Break=intact,NEXT_MoveType=mixed,0.05,1.0,2.4,3,3,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.1,0.6,1.3333,6,10,4
RSI=strong & BB_Position=upper_quarter & VWAP_Pos=far_above & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.1,0.6667,1.25,6,9,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & Trend_Break=intact,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.0667,1.0,2.1429,4,4,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & Reversion=mild_dip,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,4
RSI=neutral_high & BB_Position=upper_mid & VWAP_Pos=far_above & Reversion=mild_dip,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=overbought & BB_Position=above_upper & VWAP_Pos=far_above & Reversion=fade_setup,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
RSI=neutral_low & BB_Position=lower_quarter & ATR_Regime=high_vol & Streak=2_down,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
RSI=overbought & BB_Position=above_upper & ATR_Regime=high_vol & Streak=long_up,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=neutral_low & BB_Position=lower_quarter & ATR_Regime=high_vol & Prev_Change=gain,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
RSI=neutral_low & BB_Position=lower_quarter & ATR_Regime=high_vol & Fast_Trend=strong_down,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
RSI=strong & BB_Position=upper_quarter & ATR_Regime=high_vol & Fast_Trend=up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
RSI=strong & BB_Position=upper_quarter & ATR_Regime=high_vol & Fast_Trend=up,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,4
RSI=strong & BB_Position=upper_quarter & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
RSI=strong & BB_Position=upper_quarter & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=strong & BB_Position=upper_quarter & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=strong & BB_Position=above_upper & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=strong & BB_Position=above_upper & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_GapSize=gap_big_up,0.05,0.75,3.4615,3,4,4
RSI=strong & BB_Position=above_upper & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
RSI=overbought & BB_Position=above_upper & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
RSI=overbought & BB_Position=above_upper & ATR_Regime=high_vol & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=neutral_low & BB_Position=lower_quarter & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.0667,1.0,1.9355,4,4,4
RSI=neutral_low & BB_Position=lower_quarter & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapSize=gap_big_down,0.05,0.75,3.0,3,4,4
RSI=neutral_low & BB_Position=lower_quarter & ATR_Regime=high_vol & Trend_Break=intact,NEXT_TotalDir=total_DOWN,0.05,0.75,1.8,3,4,4
RSI=neutral_low & BB_Position=lower_mid & ATR_Regime=high_vol & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,4
RSI=neutral_low & BB_Position=lower_mid & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,4
RSI=neutral_low & BB_Position=lower_mid & ATR_Regime=high_vol & Trend_Break=intact,NEXT_TotalDir=total_UP,0.0667,0.8,1.4118,4,5,4
RSI=neutral_low & BB_Position=lower_mid & ATR_Regime=high_vol & Trend_Break=intact,NEXT_MoveType=gap_move,0.05,0.6,3.0,3,5,4
RSI=neutral_high & BB_Position=lower_mid & ATR_Regime=high_vol & Trend_Break=intact,NEXT_MoveType=mixed,0.05,1.0,2.4,3,3,4
RSI=neutral_high & BB_Position=upper_mid & ATR_Regime=extreme_vol & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.0667,0.8,1.7778,4,5,4
RSI=neutral_high & BB_Position=upper_mid & ATR_Regime=extreme_vol & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,4
RSI=neutral_high & BB_Position=upper_mid & ATR_Regime=extreme_vol & Trend_Break=intact,NEXT_TotalDir=total_DOWN,0.05,0.6,1.44,3,5,4
RSI=neutral_high & BB_Position=upper_mid & ATR_Regime=extreme_vol & Trend_Break=intact,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,4
RSI=strong & BB_Position=upper_quarter & ATR_Regime=high_vol & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.1,0.75,1.4062,6,8,4
RSI=strong & BB_Position=upper_quarter & ATR_Regime=high_vol & Trend_Break=intact,NEXT_TotalDir=total_UP,0.0833,0.625,1.1029,5,8,4
RSI=strong & BB_Position=above_upper & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=strong & BB_Position=above_upper & ATR_Regime=high_vol & Trend_Break=intact,NEXT_GapSize=gap_big_up,0.05,0.75,3.4615,3,4,4
RSI=strong & BB_Position=above_upper & ATR_Regime=high_vol & Trend_Break=intact,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
RSI=overbought & BB_Position=above_upper & ATR_Regime=high_vol & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=neutral_high & BB_Position=upper_mid & ATR_Regime=high_vol & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
RSI=neutral_high & BB_Position=upper_mid & ATR_Regime=high_vol & Reversion=neutral,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
RSI=overbought & BB_Position=above_upper & ATR_Regime=high_vol & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=neutral_low & BB_Position=lower_quarter & Streak=2_down & Prev_Change=gain,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
RSI=overbought & BB_Position=above_upper & Streak=long_up & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=neutral_low & BB_Position=lower_quarter & Streak=2_down & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
RSI=neutral_high & BB_Position=upper_mid & Streak=1_up & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,4
RSI=neutral_high & BB_Position=upper_mid & Streak=1_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=neutral_high & BB_Position=upper_mid & Streak=1_up & Trend_Break=intact,NEXT_TotalDir=total_DOWN,0.05,0.75,1.8,3,4,4
RSI=overbought & BB_Position=above_upper & Streak=long_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=neutral_high & BB_Position=upper_mid & Streak=1_up & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
RSI=overbought & BB_Position=above_upper & Streak=long_up & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=neutral_low & BB_Position=lower_quarter & Prev_Change=gain & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
RSI=neutral_high & BB_Position=upper_mid & Prev_Change=big_drop & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,4
RSI=neutral_high & BB_Position=upper_mid & Prev_Change=big_drop & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,4
RSI=neutral_high & BB_Position=upper_mid & Prev_Change=big_drop & Trend_Break=intact,NEXT_TotalDir=total_DOWN,0.05,0.75,1.8,3,4,4
RSI=neutral_low & BB_Position=lower_quarter & Fast_Trend=strong_down & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
RSI=neutral_high & BB_Position=upper_mid & Fast_Trend=up & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,4
RSI=neutral_high & BB_Position=upper_mid & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=neutral_high & BB_Position=upper_mid & Fast_Trend=strong_up & Trend_Break=intact,NEXT_MoveType=intraday_move,0.05,0.75,2.0455,3,4,4
RSI=strong & BB_Position=upper_quarter & Fast_Trend=up & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,4
RSI=strong & BB_Position=upper_quarter & Fast_Trend=strong_up & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
RSI=strong & BB_Position=upper_quarter & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=strong & BB_Position=upper_quarter & Fast_Trend=strong_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=strong & BB_Position=above_upper & Fast_Trend=strong_up & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.05,0.6,1.125,3,5,4
RSI=strong & BB_Position=above_upper & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,4
RSI=strong & BB_Position=above_upper & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapSize=gap_big_up,0.05,0.6,2.7692,3,5,4
RSI=strong & BB_Position=above_upper & Fast_Trend=strong_up & Trend_Break=intact,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,4
RSI=overbought & BB_Position=above_upper & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=overbought & BB_Position=above_upper & Fast_Trend=strong_up & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=overbought & BB_Position=above_upper & Fast_Trend=strong_up & Trend_Break=intact,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
RSI=neutral_high & BB_Position=upper_mid & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
RSI=overbought & BB_Position=above_upper & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=overbought & BB_Position=above_upper & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=overbought & BB_Position=above_upper & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
RSI=neutral_low & BB_Position=lower_mid & Trend_Break=intact & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=neutral_high & BB_Position=upper_mid & Trend_Break=intact & Reversion=fade_setup,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,4
RSI=neutral_high & BB_Position=upper_mid & Trend_Break=intact & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.0833,1.0,2.1429,5,5,4
RSI=neutral_high & BB_Position=upper_mid & Trend_Break=intact & Reversion=fade_setup,NEXT_TotalDir=total_DOWN,0.05,0.6,1.44,3,5,4
RSI=neutral_high & BB_Position=upper_mid & Trend_Break=intact & Reversion=fade_setup,NEXT_TotalSize=total_big_down,0.05,0.6,4.5,3,5,4
RSI=neutral_high & BB_Position=upper_mid & Trend_Break=intact & Reversion=fade_setup,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,4
RSI=neutral_high & BB_Position=upper_mid & Trend_Break=intact & Reversion=mild_dip,NEXT_UpDown=NEXT_DOWN,0.0667,0.6667,1.4815,4,6,4
RSI=neutral_high & BB_Position=upper_mid & Trend_Break=intact & Reversion=mild_dip,NEXT_GapDir=gap_DOWN,0.0667,0.6667,1.2903,4,6,4
RSI=neutral_high & BB_Position=upper_mid & Trend_Break=intact & Reversion=neutral,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,4
RSI=overbought & BB_Position=above_upper & Trend_Break=intact & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=overbought & BB_Position=above_upper & Trend_Break=intact & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=overbought & BB_Position=above_upper & Trend_Break=intact & Reversion=fade_setup,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
RSI=neutral_low & BB_Squeeze=normal & SMA_Align=mixed & OBV_Trend=accumulating,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=neutral_low & BB_Squeeze=wide & SMA_Align=bearish & OBV_Trend=distributing,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=bullish & OBV_Trend=accumulating,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=bullish & OBV_Trend=accumulating,NEXT_TotalDir=total_DOWN,0.05,0.75,1.8,3,4,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=bullish & OBV_Trend=accumulating,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=mixed & OBV_Trend=distributing,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=mixed & OBV_Trend=distributing,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=mixed & OBV_Trend=distributing,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
RSI=strong & BB_Squeeze=wide & SMA_Align=bullish & OBV_Trend=accumulating,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=strong & BB_Squeeze=very_wide & SMA_Align=bullish & OBV_Trend=accumulating,NEXT_GapDir=gap_DOWN,0.1,0.6667,1.2903,6,9,4
RSI=strong & BB_Squeeze=very_wide & SMA_Align=bullish & OBV_Trend=accumulating,NEXT_TotalDir=total_DOWN,0.1,0.6667,1.6,6,9,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & OBV_Trend=accumulating,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & OBV_Trend=accumulating,NEXT_GapDir=gap_DOWN,0.05,0.6,1.1613,3,5,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & OBV_Trend=accumulating,NEXT_TotalDir=total_DOWN,0.05,0.6,1.44,3,5,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & OBV_Trend=accumulating,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,4
RSI=neutral_low & BB_Squeeze=normal & SMA_Align=mixed & VWAP_Pos=far_below,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,4
RSI=neutral_high & BB_Squeeze=wide & SMA_Align=mixed & VWAP_Pos=far_above,NEXT_MoveType=mixed,0.05,1.0,2.4,3,3,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=bullish & VWAP_Pos=far_above,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=bullish & VWAP_Pos=far_above,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=mixed & VWAP_Pos=far_above,NEXT_UpDown=NEXT_DOWN,0.0667,0.6667,1.4815,4,6,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=mixed & VWAP_Pos=far_above,NEXT_GapDir=gap_UP,0.0833,0.8333,1.7857,5,6,4
RSI=strong & BB_Squeeze=very_wide & SMA_Align=bullish & VWAP_Pos=far_above,NEXT_GapDir=gap_DOWN,0.1,0.6,1.1613,6,10,4
RSI=strong & BB_Squeeze=very_wide & SMA_Align=bullish & VWAP_Pos=far_above,NEXT_TotalDir=total_DOWN,0.1,0.6,1.44,6,10,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & VWAP_Pos=far_above,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & VWAP_Pos=far_above,NEXT_GapDir=gap_DOWN,0.05,0.6,1.1613,3,5,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & VWAP_Pos=far_above,NEXT_TotalDir=total_DOWN,0.05,0.6,1.44,3,5,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & VWAP_Pos=far_above,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,4
RSI=neutral_low & BB_Squeeze=normal & SMA_Align=mixed & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.05,0.6,1.125,3,5,4
RSI=neutral_low & BB_Squeeze=normal & SMA_Align=mixed & ATR_Regime=high_vol,NEXT_GapDir=gap_DOWN,0.05,0.6,1.1613,3,5,4
RSI=neutral_low & BB_Squeeze=wide & SMA_Align=bearish & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=neutral_high & BB_Squeeze=wide & SMA_Align=mixed & ATR_Regime=high_vol,NEXT_MoveType=mixed,0.05,1.0,2.4,3,3,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=bullish & ATR_Regime=high_vol,NEXT_MoveType=mixed,0.05,1.0,2.4,3,3,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=mixed & ATR_Regime=extreme_vol,NEXT_UpDown=NEXT_DOWN,0.0667,0.8,1.7778,4,5,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=mixed & ATR_Regime=extreme_vol,NEXT_GapDir=gap_UP,0.0667,0.8,1.7143,4,5,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=mixed & ATR_Regime=extreme_vol,NEXT_TotalDir=total_DOWN,0.05,0.6,1.44,3,5,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=mixed & ATR_Regime=extreme_vol,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=mixed & ATR_Regime=extreme_vol,NEXT_GapAction=gap_fade,0.05,0.6,3.0,3,5,4
RSI=strong & BB_Squeeze=very_wide & SMA_Align=bullish & ATR_Regime=high_vol,NEXT_TotalDir=total_DOWN,0.0833,0.625,1.5,5,8,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & ATR_Regime=high_vol,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,4
RSI=strong & BB_Squeeze=very_wide & SMA_Align=bullish & Prev_Change=surge,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
RSI=strong & BB_Squeeze=wide & SMA_Align=bullish & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=strong & BB_Squeeze=very_wide & SMA_Align=bullish & Fast_Trend=up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,4
RSI=strong & BB_Squeeze=very_wide & SMA_Align=bullish & Fast_Trend=up,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,4
RSI=strong & BB_Squeeze=very_wide & SMA_Align=bullish & Fast_Trend=strong_up,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & Fast_Trend=strong_up,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & Fast_Trend=strong_up,NEXT_GapDir=gap_DOWN,0.05,0.6,1.1613,3,5,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & Fast_Trend=strong_up,NEXT_TotalDir=total_DOWN,0.05,0.6,1.44,3,5,4
RSI=overbought & BB_Squeeze=very_wide & SMA_Align=bullish & Fast_Trend=strong_up,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,4
RSI=neutral_low & BB_Squeeze=wide & SMA_Align=bearish & Trend_Break=intact,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,4
RSI=neutral_high & BB_Squeeze=wide & SMA_Align=mixed & Trend_Break=intact,NEXT_MoveType=mixed,0.05,1.0,2.4,3,3,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=bullish & Trend_Break=intact,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,4
RSI=neutral_high & BB_Squeeze=very_wide & SMA_Align=bullish & Trend_Break=intact,NEXT_MoveType=mixed,0.05,0.75,1.8,3,4,4
